Item,Precio,URL
Limpiador de Pisos Plastificados y Flotantes BLEM Citrus Botella 800 m...,$ 235,"https://www.tiendainglesa.com.uy/supermercado/limpiador-de-pisos-plastificados-y-flotantes-blem-citrus-botella-800-ml.producto?1095670,,42"
Jabón en Polvo NEVEX Matic Mañana de Sol 3 Kg,$ 513,"https://www.tiendainglesa.com.uy/supermercado/jabon-en-polvo-nevex-matic-manana-de-sol-3-kg.producto?903,,42"
Cera Líquida Pisos Cerámicos BLEM Incoloro Botella 800 ml,$ 358,"https://www.tiendainglesa.com.uy/supermercado/cera-liquida-pisos-ceramicos-blem-incoloro-botella-800-ml.producto?5501,,42"
Sal para Lavavajilla PIATTI 1 kg,$ 228,"https://www.tiendainglesa.com.uy/supermercado/sal-para-lavavajilla-piatti-1-kg.producto?330444,,42"
Limpiador POETT Primavera 4 L,$ 359,"https://www.tiendainglesa.com.uy/supermercado/limpiador-poett-primavera-4-l.producto?335478,,42"
Limpiador POETT Primavera Ph Neutro 900 ml,$ 85,"https://www.tiendainglesa.com.uy/supermercado/limpiador-poett-primavera-ph-neutro-900-ml.producto?6716,,42"
Suavizante DOWNY Suave y Gentil 800 ml,$ 197,"https://www.tiendainglesa.com.uy/supermercado/suavizante-downy-suave-y-gentil-800-ml.producto?403412,,42"
Toalla de Papel NOVA Extra 2 Rollos x 120 Paños,$ 121,"https://www.tiendainglesa.com.uy/supermercado/toalla-de-papel-nova-extra-2-rollos-x-120-panos.producto?99699,,42"
Franela KILNER Mediana 35x38 cm,$ 30,"https://www.tiendainglesa.com.uy/supermercado/franela-kilner-mediana-35x38-cm.producto?355785,,42"
Limpia Inodoros Desinfectante LYSOFORM Gel Active Power Cítrica 500 ml,$ 313,"https://www.tiendainglesa.com.uy/supermercado/limpia-inodoros-desinfectante-lysoform-gel-active-power-citrica-500-ml.producto?411241,,42"
Limpia Graseras ELLIOT 1lt,$ 257,"https://www.tiendainglesa.com.uy/supermercado/limpia-graseras-elliot-1lt.producto?824,,42"
Absorbente CRIVEA Humedad Involcable 236 gr,$ 266,"https://www.tiendainglesa.com.uy/supermercado/absorbente-crivea-humedad-involcable-236-gr.producto?382267,,42"
Paño de Piso DURAMAS Mediano Blanco 55x55cm,$ 96,"https://www.tiendainglesa.com.uy/supermercado/pano-de-piso-duramas-mediano-blanco-55x55cm.producto?3263,,42"
Papel Higiénico AIRSUN Húmedo x 72,$ 224,"https://www.tiendainglesa.com.uy/supermercado/papel-higienico-airsun-humedo-x-72.producto?1094586,,42"
Repelente para Mosquitos OFF! Extra Duración Aerosol 290 cc,$ 645,"https://www.tiendainglesa.com.uy/supermercado/repelente-para-mosquitos-off-extra-duracion-aerosol-290-cc.producto?407563,,42"
Destapacañeria ELECTRON Desgrasol 1lt,$ 179,"https://www.tiendainglesa.com.uy/supermercado/destapacaneria-electron-desgrasol-1lt.producto?5947,,42"
Escoba espacios difíciles TIENDA INGLESA,$ 159,"https://www.tiendainglesa.com.uy/supermercado/escoba-espacios-dificiles-tienda-inglesa.producto?1097676,,42"
Aromatizante de Ambientes GLADE Aceites Naturales Vainilla Repuesto x2...,$ 555,"https://www.tiendainglesa.com.uy/supermercado/aromatizante-de-ambientes-glade-aceites-naturales-vainilla-repuesto-x2-21-ml.producto?261265,,42"
Jabón Líquido CONEJO Aroma Relax 3 L,$ 449,"https://www.tiendainglesa.com.uy/supermercado/jabon-liquido-conejo-aroma-relax-3-l.producto?337775,,42"
Aromatizante de Ambientes GLADE Vainilla en Aerosol 360 ml,$ 145,"https://www.tiendainglesa.com.uy/supermercado/aromatizante-de-ambientes-glade-vainilla-en-aerosol-360-ml.producto?279207,,42"
Guantes Afelpados Bicolor CRIVEA Talle G,$ 152,"https://www.tiendainglesa.com.uy/supermercado/guantes-afelpados-bicolor-crivea-talle-g.producto?1094439,,42"
Limpiavidrios PROCENEX Sachet 400 ml,$ 129,"https://www.tiendainglesa.com.uy/supermercado/limpiavidrios-procenex-sachet-400-ml.producto?3502,,42"
Limpia Vidrios Gatillo JÚPITER 500 ml,$ 156,"https://www.tiendainglesa.com.uy/supermercado/limpia-vidrios-gatillo-jupiter-500-ml.producto?410081,,42"
Quitamanchas VANISH White Sachet 400 ml,$ 152,"https://www.tiendainglesa.com.uy/supermercado/quitamanchas-vanish-white-sachet-400-ml.producto?28203,,42"
Desodorante de Ambientes GLADE Toque Pack x3 Recarga 3 x 9 gr,$ 495,"https://www.tiendainglesa.com.uy/supermercado/desodorante-de-ambientes-glade-toque-pack-x3-recarga-3-x-9-gr.producto?98539,,42"
Lustra Muebles VIRGINIA Vainilla 250 ml,$ 120,"https://www.tiendainglesa.com.uy/supermercado/lustra-muebles-virginia-vainilla-250-ml.producto?2404,,42"
Balde Plástico SAN REMO 12lt,$ 384,"https://www.tiendainglesa.com.uy/supermercado/balde-plastico-san-remo-12lt.producto?1245,,42"
Pulidor en Polvo ODEX 400 gr,$ 111,"https://www.tiendainglesa.com.uy/supermercado/pulidor-en-polvo-odex-400-gr.producto?383329,,42"
Lavandina en Gel AGUA JANE Cítrica 750 ml,$ 137,"https://www.tiendainglesa.com.uy/supermercado/lavandina-en-gel-agua-jane-citrica-750-ml.producto?1556434,,42"
Aromatizante de Ambientes Automático GLADE Manzana y Canela Repuesto 1...,$ 325,"https://www.tiendainglesa.com.uy/supermercado/aromatizante-de-ambientes-automatico-glade-manzana-y-canela-repuesto-175-gr.producto?251497,,42"
Solución CRISTAL 4 L,$ 204,"https://www.tiendainglesa.com.uy/supermercado/solucion-cristal-4-l.producto?404196,,42"
Lustramuebles BLEM Lavanda en Crema 200 ml,$ 162,"https://www.tiendainglesa.com.uy/supermercado/lustramuebles-blem-lavanda-en-crema-200-ml.producto?4935,,42"
Cloro para Piscina TIENDA INGLESA 10 L,$ 698,"https://www.tiendainglesa.com.uy/supermercado/cloro-para-piscina-tienda-inglesa-10-l.producto?371625,,42"
Paño Microfibra x 2 Color VILEDA,$ 267,"https://www.tiendainglesa.com.uy/supermercado/pano-microfibra-x-2-color-vileda.producto?343699,,42"
Cera para Madera COLMENA Roble Oscuro 900 ml,$ 338,"https://www.tiendainglesa.com.uy/supermercado/cera-para-madera-colmena-roble-oscuro-900-ml.producto?96204,,42"
Guantes MAPA Super Agarre Talle M,$ 134,"https://www.tiendainglesa.com.uy/supermercado/guantes-mapa-super-agarre-talle-m.producto?332231,,42"
Toalla Agua JANE Desinfectante x 65 Unidades,$ 265,"https://www.tiendainglesa.com.uy/supermercado/toalla-agua-jane-desinfectante-x-65-unidades.producto?1096851,,42"
Desinfectante de Verduras ELCTRON 1 lt,$ 314,"https://www.tiendainglesa.com.uy/supermercado/desinfectante-de-verduras-elctron-1-lt.producto?5129,,42"
Jabón Líquido Color PERSIL 3 L,$ 630,"https://www.tiendainglesa.com.uy/supermercado/jabon-liquido-color-persil-3-l.producto?414664,,42"
Limpiador CRISTAL Bosque Fresco 1.8 L,$ 148,"https://www.tiendainglesa.com.uy/supermercado/limpiador-cristal-bosque-fresco-1.8-l.producto?98948,,42"
Limpia Alfombras DR. BECKMANN 650 ml,$ 505,"https://www.tiendainglesa.com.uy/supermercado/limpia-alfombras-dr.-beckmann-650-ml.producto?417647,,42"
Papel Higiénico TOM Doble Hoja 4 Rollos x 30 mts,$ 124,"https://www.tiendainglesa.com.uy/supermercado/papel-higienico-tom-doble-hoja-4-rollos-x-30-mts.producto?1082826,,42"
Limpiador de Cocina MR. MUSCULO Líquido Antigrasa Gatillo 500 ml,$ 243,"https://www.tiendainglesa.com.uy/supermercado/limpiador-de-cocina-mr.-musculo-liquido-antigrasa-gatillo-500-ml.producto?2051,,42"
Jabón Liquido QUERUBIN Sachet 800 ml,$ 163,"https://www.tiendainglesa.com.uy/supermercado/jabon-liquido-querubin-sachet-800-ml.producto?289790,,42"
Jabón Líquido Original PERSIL 3 L,$ 630,"https://www.tiendainglesa.com.uy/supermercado/jabon-liquido-original-persil-3-l.producto?407212,,42"
Limpiador Liquido Desinfectante para Baño TIENDA INGLESA 500 ml,$ 203,"https://www.tiendainglesa.com.uy/supermercado/limpiador-liquido-desinfectante-para-bano-tienda-inglesa-500-ml.producto?1096213,,42"
Palillos Madera SILICOM x 36 Unidades,$ 209,"https://www.tiendainglesa.com.uy/supermercado/palillos-madera-silicom-x-36-unidades.producto?6047,,42"
Agua Lavandina SELLO ROJO Tradicional 1 L,$ 86,"https://www.tiendainglesa.com.uy/supermercado/agua-lavandina-sello-rojo-tradicional-1-l.producto?23457,,42"
Repelente para Mosquitos FUYI Aerosol 165 cc,$ 215,"https://www.tiendainglesa.com.uy/supermercado/repelente-para-mosquitos-fuyi-aerosol-165-cc.producto?344249,,42"
Esponja JASPE Chatita de Bronce,$ 100,"https://www.tiendainglesa.com.uy/supermercado/esponja-jaspe-chatita-de-bronce.producto?1838,,42"
Limpiador Líquido Desinfectante Concentrado para Pisos LYSOFORM Origin...,$ 110,"https://www.tiendainglesa.com.uy/supermercado/limpiador-liquido-desinfectante-concentrado-para-pisos-lysoform-original-repuesto-420-ml.producto?337311,,42"
Cepillo Esquinero NOVICA para Azulejos,$ 121,"https://www.tiendainglesa.com.uy/supermercado/cepillo-esquinero-novica-para-azulejos.producto?324333,,42"
Limpia Lavadora DR. BECKMANN 250 ml,$ 306,"https://www.tiendainglesa.com.uy/supermercado/limpia-lavadora-dr.-beckmann-250-ml.producto?403397,,42"
Antihongos AYUDIN Eliminador de Raíz Gatillo 500 cc,$ 222,"https://www.tiendainglesa.com.uy/supermercado/antihongos-ayudin-eliminador-de-raiz-gatillo-500-cc.producto?93456,,42"
Alcohol Antiséptico CRISTAL Recargable 600 ml,$ 133,"https://www.tiendainglesa.com.uy/supermercado/alcohol-antiseptico-cristal-recargable-600-ml.producto?412348,,42"
Jabón Líquido DREFT New Born Hipoalergénico 1.36 L,$ 785,"https://www.tiendainglesa.com.uy/supermercado/jabon-liquido-dreft-new-born-hipoalergenico-1.36-l.producto?1048783,,42"
Paño Esponja VILEDA x 3 Unidades,$ 226,"https://www.tiendainglesa.com.uy/supermercado/pano-esponja-vileda-x-3-unidades.producto?99769,,42"
Detergente Frescura de Limón PRIX 1.25 L,$ 114,"https://www.tiendainglesa.com.uy/supermercado/detergente-frescura-de-limon-prix-1.25-l.producto?3290,,42"
Limpiador Líquido Multisuperficies GLADE Floral Perfection Bidón 4 L,$ 413,"https://www.tiendainglesa.com.uy/supermercado/limpiador-liquido-multisuperficies-glade-floral-perfection-bidon-4-l.producto?331246,,42"
Limpiador JUPITER Cítrico 950 ml,$ 69,"https://www.tiendainglesa.com.uy/supermercado/limpiador-jupiter-citrico-950-ml.producto?410091,,42"
Limpiador Crema JUPITER 375 gr,$ 122,"https://www.tiendainglesa.com.uy/supermercado/limpiador-crema-jupiter-375-gr.producto?1095942,,42"
Detergente NEVEX Frutas Cítricas 1.25 L,$ 131,"https://www.tiendainglesa.com.uy/supermercado/detergente-nevex-frutas-citricas-1.25-l.producto?23456,,42"
Limpiador Multisuperficies y Electrónicos BLEM Floral en Aerosol 360ml,$ 275,"https://www.tiendainglesa.com.uy/supermercado/limpiador-multisuperficies-y-electronicos-blem-floral-en-aerosol-360ml.producto?1097517,,42"
Sal Regeneradora SUN Progress 1 L,$ 344,"https://www.tiendainglesa.com.uy/supermercado/sal-regeneradora-sun-progress-1-l.producto?1262,,42"
Servilleta de Papel ELITE Gold con Diseño x 20 Unidades,$ 114,"https://www.tiendainglesa.com.uy/supermercado/servilleta-de-papel-elite-gold-con-diseno-x-20-unidades.producto?5179,,42"
Jabón en Polvo QUERUBIN 800 gr,$ 152,"https://www.tiendainglesa.com.uy/supermercado/jabon-en-polvo-querubin-800-gr.producto?97043,,42"
Perfumador para Ropa FRAGANCE Clásico Ambipur Spray 300ml,$ 266,"https://www.tiendainglesa.com.uy/supermercado/perfumador-para-ropa-fragance-clasico-ambipur-spray-300ml.producto?3976,,42"
Desodorante de Ambiente Repuesto JUPITER Relax,$ 177,"https://www.tiendainglesa.com.uy/supermercado/desodorante-de-ambiente-repuesto-jupiter-relax.producto?402811,,42"
Bolsa de Residuos JúPITER 50 x 55 cm Azul 10 Unidades,$ 113,"https://www.tiendainglesa.com.uy/supermercado/bolsa-de-residuos-jupiter-50-x-55-cm-azul-10-unidades.producto?380925,,42"
Escoba Doble Barrido IDEAL,$ 611,"https://www.tiendainglesa.com.uy/supermercado/escoba-doble-barrido-ideal.producto?1389,,42"
Aromatizante de Ambientes Automático GLADE Limón Refrescante Repuesto....,$ 325,"https://www.tiendainglesa.com.uy/supermercado/aromatizante-de-ambientes-automatico-glade-limon-refrescante-repuesto-175-gr.producto?314552,,42"
Lustramuebles CIF Ultra Brillo Anti Polvo Cítrico Recarga 380 ml,$ 182,"https://www.tiendainglesa.com.uy/supermercado/lustramuebles-cif-ultra-brillo-anti-polvo-citrico-recarga-380-ml.producto?75057,,42"
Destapa Cañerias MERCLIN Max Gel 500 ml,$ 187,"https://www.tiendainglesa.com.uy/supermercado/destapa-canerias-merclin-max-gel-500-ml.producto?308886,,42"
Prelavado VANISH White Gatillo 500ml,$ 309,"https://www.tiendainglesa.com.uy/supermercado/prelavado-vanish-white-gatillo-500ml.producto?288652,,42"
Escoba Barredora VIRULANA,$ 195,"https://www.tiendainglesa.com.uy/supermercado/escoba-barredora-virulana.producto?272455,,42"
Limpiador POETT Lavanda 900 ml,$ 85,"https://www.tiendainglesa.com.uy/supermercado/limpiador-poett-lavanda-900-ml.producto?6713,,42"
Detergente AXION Limón 640 ml,$ 103,"https://www.tiendainglesa.com.uy/supermercado/detergente-axion-limon-640-ml.producto?1096282,,42"
Suavizante QUERUBIN Premium Flores Cítricas 900 ml,$ 137,"https://www.tiendainglesa.com.uy/supermercado/suavizante-querubin-premium-flores-citricas-900-ml.producto?309401,,42"
Bolsas Verdes Biodegradables para Residuos Reciclables 70 x 100 cm JUP...,$ 230,"https://www.tiendainglesa.com.uy/supermercado/bolsas-verdes-biodegradables-para-residuos-reciclables-70-x-100-cm-jupiter-x-10-unidades-ideales-para-plasticos.producto?102532,,42"
Desodorante CRIVEA 2 Unidades de 50 gr,$ 235,"https://www.tiendainglesa.com.uy/supermercado/desodorante-crivea-2-unidades-de-50-gr.producto?99795,,42"
Repelente para Mosquitos OFF! Family en Crema 60 gr,$ 181,"https://www.tiendainglesa.com.uy/supermercado/repelente-para-mosquitos-off-family-en-crema-60-gr.producto?269,,42"
Escoba IDEAL,$ 379,"https://www.tiendainglesa.com.uy/supermercado/escoba-ideal.producto?4415,,42"
Insecticida RAID Contra Mosquitos Tabletas Aparato Completo 4 Unidades,$ 412,"https://www.tiendainglesa.com.uy/supermercado/insecticida-raid-contra-mosquitos-tabletas-aparato-completo-4-unidades.producto?28753,,42"
Absorbe Humedad Percha CRIVEA 248 gr,$ 340,"https://www.tiendainglesa.com.uy/supermercado/absorbe-humedad-percha-crivea-248-gr.producto?341278,,42"
Esponja Power VIRULANA x 2 Unidades,$ 136,"https://www.tiendainglesa.com.uy/supermercado/esponja-power-virulana-x-2-unidades.producto?282493,,42"
Saca Pelusas,$ 148,"https://www.tiendainglesa.com.uy/supermercado/saca-pelusas.producto?3319,,42"
Repelente JUPITER en Aerosol 165 ml,$ 153,"https://www.tiendainglesa.com.uy/supermercado/repelente-jupiter-en-aerosol-165-ml.producto?326974,,42"
Bolsa de Residuos HERRADURA 50 x 56 x 30 cm,$ 115,"https://www.tiendainglesa.com.uy/supermercado/bolsa-de-residuos-herradura-50-x-56-x-30-cm.producto?1537443,,42"
Agua JANE Triple Poder Glaciar 1 L,$ 80,"https://www.tiendainglesa.com.uy/supermercado/agua-jane-triple-poder-glaciar-1-l.producto?1046810,,42"
Tabletas Insecticidas FUYI Contra Mosquitos Repuesto 12 Unidades,$ 125,"https://www.tiendainglesa.com.uy/supermercado/tabletas-insecticidas-fuyi-contra-mosquitos-repuesto-12-unidades.producto?1097753,,42"
Cepillo para Ropa Betta Jeans NOVICA,$ 140,"https://www.tiendainglesa.com.uy/supermercado/cepillo-para-ropa-betta-jeans-novica.producto?2736,,42"
Insecticida RAID Repele Mosquitos en Espiral 12 Unidades,$ 172,"https://www.tiendainglesa.com.uy/supermercado/insecticida-raid-repele-mosquitos-en-espiral-12-unidades.producto?1818,,42"
Pulidor Cremoso SAPOLIO Pino 750 gr,$ 143,"https://www.tiendainglesa.com.uy/supermercado/pulidor-cremoso-sapolio-pino-750-gr.producto?3152,,42"
Aromatizante de Ambientes GLADE Placer Floreal y Frutos Rojos en Aeros...,$ 145,"https://www.tiendainglesa.com.uy/supermercado/aromatizante-de-ambientes-glade-placer-floreal-y-frutos-rojos-en-aerosol-360-ml.producto?99001,,42"
Escoba Fibra Suave TIENDA INGLESA,$ 185,"https://www.tiendainglesa.com.uy/supermercado/escoba-fibra-suave-tienda-inglesa.producto?1097677,,42"
Aromatizante de Ambientes Automático GLADE Lavanda y Vainilla Repuesto...,$ 325,"https://www.tiendainglesa.com.uy/supermercado/aromatizante-de-ambientes-automatico-glade-lavanda-y-vainilla-repuesto-175-gr.producto?251510,,42"
Aromatizante de Ambientes Automático GLADE Edicion Limitada Aire de Pl...,$ 325,"https://www.tiendainglesa.com.uy/supermercado/aromatizante-de-ambientes-automatico-glade-edicion-limitada-aire-de-playa-repuesto-175-gr.producto?333549,,42"
Detergente NEVEX Ultra Glicerina 500 ml,$ 117,"https://www.tiendainglesa.com.uy/supermercado/detergente-nevex-ultra-glicerina-500-ml.producto?397790,,42"
Soda Cristal NORTESUR Liquida 1 L,$ 189,"https://www.tiendainglesa.com.uy/supermercado/soda-cristal-nortesur-liquida-1-l.producto?3444,,42"
Limpiador CRISTAL Frescura Ocean 1.8 L,$ 148,"https://www.tiendainglesa.com.uy/supermercado/limpiador-cristal-frescura-ocean-1.8-l.producto?388295,,42"
Quitamanchas en Barra GIGANTE,$ 52,"https://www.tiendainglesa.com.uy/supermercado/quitamanchas-en-barra-gigante.producto?397171,,42"
Lustramueble CIF Ultra Brillo 400 ml,$ 280,"https://www.tiendainglesa.com.uy/supermercado/lustramueble-cif-ultra-brillo-400-ml.producto?1010819,,42"
Cera H al Agua 900 cc,$ 193,"https://www.tiendainglesa.com.uy/supermercado/cera-h-al-agua-900-cc.producto?783,,42"
Cera para Madera COLMENA Roble Claro 900 ml,$ 338,"https://www.tiendainglesa.com.uy/supermercado/cera-para-madera-colmena-roble-claro-900-ml.producto?273140,,42"
Limpiador Líquido Desinfectante LYSOFORM Floral Perfection 1.8 L,$ 211,"https://www.tiendainglesa.com.uy/supermercado/limpiador-liquido-desinfectante-lysoform-floral-perfection-1.8-l.producto?309195,,42"
Suavizante CONEJO Fragancia Relax Sachet 900 ml,$ 148,"https://www.tiendainglesa.com.uy/supermercado/suavizante-conejo-fragancia-relax-sachet-900-ml.producto?3052,,42"
Cepillo Lavavajilla IDEAL,$ 124,"https://www.tiendainglesa.com.uy/supermercado/cepillo-lavavajilla-ideal.producto?99013,,42"
Pala Jeitosa NOVICA,$ 341,"https://www.tiendainglesa.com.uy/supermercado/pala-jeitosa-novica.producto?797,,42"
Limpiador Líquido Desinfectante Concentrado para Pisos LYSOFORM Cítric...,$ 110,"https://www.tiendainglesa.com.uy/supermercado/limpiador-liquido-desinfectante-concentrado-para-pisos-lysoform-citrica-repuesto-420-ml.producto?2441,,42"
Bolsas de Residuos Roja TIENDA INGLESA 10 Unidades 1.0 x 1.25 cm,$ 375,"https://www.tiendainglesa.com.uy/supermercado/bolsas-de-residuos-roja-tienda-inglesa-10-unidades-1.0-x-1.25-cm.producto?264913,,42"
Servilleta de Papel FASANA Lisa Azul x 100 Unidades,$ 211,"https://www.tiendainglesa.com.uy/supermercado/servilleta-de-papel-fasana-lisa-azul-x-100-unidades.producto?774,,42"
Esponja BETTANIN Esfrebom con Protector,$ 59,"https://www.tiendainglesa.com.uy/supermercado/esponja-bettanin-esfrebom-con-protector.producto?1012,,42"
Prelavado TRENET Hyperactive 120ml,$ 191,"https://www.tiendainglesa.com.uy/supermercado/prelavado-trenet-hyperactive-120ml.producto?335655,,42"
Servilletas de Mesa ELITE Blancas x 50 Unidades,$ 85,"https://www.tiendainglesa.com.uy/supermercado/servilletas-de-mesa-elite-blancas-x-50-unidades.producto?222604,,42"
Absorbente de Humedad CRIVEA Repuesto 350 gr,$ 195,"https://www.tiendainglesa.com.uy/supermercado/absorbente-de-humedad-crivea-repuesto-350-gr.producto?123,,42"
Detergente CIF BioActive Limón 300 Ml,$ 116,"https://www.tiendainglesa.com.uy/supermercado/detergente-cif-bioactive-limon-300-ml.producto?265813,,42"
Prelavado VANISH Oxi-gel Sachet 400 ml,$ 234,"https://www.tiendainglesa.com.uy/supermercado/prelavado-vanish-oxi-gel-sachet-400-ml.producto?28206,,42"
Lustra Muebles CLINSY 500ml,$ 254,"https://www.tiendainglesa.com.uy/supermercado/lustra-muebles-clinsy-500ml.producto?2833,,42"
Limpiador Líquido Desinfectante LYSOFORM Lavanda 1.8 L,$ 211,"https://www.tiendainglesa.com.uy/supermercado/limpiador-liquido-desinfectante-lysoform-lavanda-1.8-l.producto?309194,,42"
Limpiador Líquido Multisuperficies GLADE Campos de Lavanda Botella 900...,$ 98,"https://www.tiendainglesa.com.uy/supermercado/limpiador-liquido-multisuperficies-glade-campos-de-lavanda-botella-900-ml.producto?63534,,42"
Fibra Esponja JASPE Sin Rayar,$ 87,"https://www.tiendainglesa.com.uy/supermercado/fibra-esponja-jaspe-sin-rayar.producto?95261,,42"
Aditivo BIOCLIN para Graseras y Desagües,$ 267,"https://www.tiendainglesa.com.uy/supermercado/aditivo-bioclin-para-graseras-y-desagues.producto?6570,,42"
Desodorante de Ambiente Repuesto JUPITER Limón,$ 177,"https://www.tiendainglesa.com.uy/supermercado/desodorante-de-ambiente-repuesto-jupiter-limon.producto?402809,,42"
Aromatizante de Ambientes Automático GLADE Lavanda y Vainilla Aparato....,$ 735,"https://www.tiendainglesa.com.uy/supermercado/aromatizante-de-ambientes-automatico-glade-lavanda-y-vainilla-aparato-mas-repuesto-175-gr.producto?277129,,42"
Jabón en Polvo QUERUBIN 3 Kg,$ 484,"https://www.tiendainglesa.com.uy/supermercado/jabon-en-polvo-querubin-3-kg.producto?303150,,42"
Pastilla para Inodoro GLADE Campos de Lavanda 25 gr,$ 106,"https://www.tiendainglesa.com.uy/supermercado/pastilla-para-inodoro-glade-campos-de-lavanda-25-gr.producto?2384,,42"
Limpiador de Tapicería DR. BECKMANN 400 ml,$ 363,"https://www.tiendainglesa.com.uy/supermercado/limpiador-de-tapiceria-dr.-beckmann-400-ml.producto?1541951,,42"
Escobilla Para Inodoro IDEAL,$ 354,"https://www.tiendainglesa.com.uy/supermercado/escobilla-para-inodoro-ideal.producto?721,,42"
Servilleta de Papel FASANA Lisa Roja x 100 Unidades,$ 211,"https://www.tiendainglesa.com.uy/supermercado/servilleta-de-papel-fasana-lisa-roja-x-100-unidades.producto?771,,42"
Cera Autobrillo VIRGINIA Incolora 900 ml,$ 306,"https://www.tiendainglesa.com.uy/supermercado/cera-autobrillo-virginia-incolora-900-ml.producto?2724,,42"
Escoba IDEAL Mega Plus,$ 451,"https://www.tiendainglesa.com.uy/supermercado/escoba-ideal-mega-plus.producto?5877,,42"
Detergente Limón PRIX 500 ml,$ 69,"https://www.tiendainglesa.com.uy/supermercado/detergente-limon-prix-500-ml.producto?98943,,42"
Desinfectante de Ambientes y Elimina Olores LYSOFORM Frutal en Aerosol...,$ 252,"https://www.tiendainglesa.com.uy/supermercado/desinfectante-de-ambientes-y-elimina-olores-lysoform-frutal-en-aerosol-360-ml.producto?273253,,42"
Suavizante Concentrado Clásico Sachet VIVERE 1 L,$ 306,"https://www.tiendainglesa.com.uy/supermercado/suavizante-concentrado-clasico-sachet-vivere-1-l.producto?67599,,42"
Aromatizante de Ambientes Automático GLADE Paraíso Azul Repuesto 175 g...,$ 325,"https://www.tiendainglesa.com.uy/supermercado/aromatizante-de-ambientes-automatico-glade-paraiso-azul-repuesto-175-gr.producto?309729,,42"
Limpiador Antibacterial TIENDA INGLESA Pino 900 ml,$ 90,"https://www.tiendainglesa.com.uy/supermercado/limpiador-antibacterial-tienda-inglesa-pino-900-ml.producto?102883,,42"
Esponja BETTANIN Esfrebom para Parrilla 127x87x25mm,$ 67,"https://www.tiendainglesa.com.uy/supermercado/esponja-bettanin-esfrebom-para-parrilla-127x87x25mm.producto?3798,,42"
Palillos de Madera BERI x 12 Unidades,$ 91,"https://www.tiendainglesa.com.uy/supermercado/palillos-de-madera-beri-x-12-unidades.producto?2707,,42"
Desodorante de Ambientes GLADE Aerosol Aire Silvestre 360 ml,$ 145,"https://www.tiendainglesa.com.uy/supermercado/desodorante-de-ambientes-glade-aerosol-aire-silvestre-360-ml.producto?95570,,42"
Limpiador Líquido Desinfectante LYSOFORM Pino 1.8L,$ 214,"https://www.tiendainglesa.com.uy/supermercado/limpiador-liquido-desinfectante-lysoform-pino-1.8l.producto?1544988,,42"
Repuesto Lampazo,$ 230,"https://www.tiendainglesa.com.uy/supermercado/repuesto-lampazo.producto?1927,,42"
Sal para Lavavajillas SOMAT 1.2 Kg,$ 303,"https://www.tiendainglesa.com.uy/supermercado/sal-para-lavavajillas-somat-1.2-kg.producto?71307,,42"
Detergente PROTER Limón 1lt,$ 72,"https://www.tiendainglesa.com.uy/supermercado/detergente-proter-limon-1lt.producto?75196,,42"
Esponja VIRUTEX Aluminio x 12 Unidades,$ 90,"https://www.tiendainglesa.com.uy/supermercado/esponja-virutex-aluminio-x-12-unidades.producto?377396,,42"
Suavizante ECO SOFT Azul Fresco 900 ml,$ 139,"https://www.tiendainglesa.com.uy/supermercado/suavizante-eco-soft-azul-fresco-900-ml.producto?4132,,42"
Esponja Antirayas y Residuos VILEDA x 2 Unidades,$ 130,"https://www.tiendainglesa.com.uy/supermercado/esponja-antirayas-y-residuos-vileda-x-2-unidades.producto?373477,,42"
Cera Líquida Pisos Cerámicos BLEM Incoloro Repuesto Económico 400 ml,$ 220,"https://www.tiendainglesa.com.uy/supermercado/cera-liquida-pisos-ceramicos-blem-incoloro-repuesto-economico-400-ml.producto?700,,42"
Antipolilla CRIVEA Lavanda 180 gr,$ 234,"https://www.tiendainglesa.com.uy/supermercado/antipolilla-crivea-lavanda-180-gr.producto?4040,,42"
Detergente PRIX 1.250lt x 2 Desc. 2da Unidad,$ 197,"https://www.tiendainglesa.com.uy/supermercado/detergente-prix-1.250lt-x-2-desc.-2da-unidad.producto?98288,,42"
Antipolilla CRIVEA Percha 50 gr,$ 134,"https://www.tiendainglesa.com.uy/supermercado/antipolilla-crivea-percha-50-gr.producto?5131,,42"
Aromatizante de Ambientes Automático GLADE Vainilla Repuesto 175 gr,$ 325,"https://www.tiendainglesa.com.uy/supermercado/aromatizante-de-ambientes-automatico-glade-vainilla-repuesto-175-gr.producto?337310,,42"
Insecticida Mata Cucarachas y Arañas BAYGON en Aerosol 300 cc,$ 185,"https://www.tiendainglesa.com.uy/supermercado/insecticida-mata-cucarachas-y-aranas-baygon-en-aerosol-300-cc.producto?1267,,42"
Renovador de Colores Negros DR. BECKMANN,$ 303,"https://www.tiendainglesa.com.uy/supermercado/renovador-de-colores-negros-dr.-beckmann.producto?1001704,,42"
Insecticida en Aerosol FUYI MMM Twin Pack 360 ml,$ 299,"https://www.tiendainglesa.com.uy/supermercado/insecticida-en-aerosol-fuyi-mmm-twin-pack-360-ml.producto?1010821,,42"
Cera H Natural 1lt,$ 343,"https://www.tiendainglesa.com.uy/supermercado/cera-h-natural-1lt.producto?256,,42"
Limpia Metal ELIOT 65gr,$ 193,"https://www.tiendainglesa.com.uy/supermercado/limpia-metal-eliot-65gr.producto?5698,,42"
