Item,Precio,Precio Oferta,URL
Flan con Caramelo DANETTE x 2 Unidades 190 gr,$ 69,$ 59,"https://www.tiendainglesa.com.uy/supermercado/flan-con-caramelo-danette-x-2-unidades-190-gr.producto?13801,,42"
Palmitos Enteros TIENDA INGLESA 800 gr,$ 295,0,"https://www.tiendainglesa.com.uy/supermercado/palmitos-enteros-tienda-inglesa-800-gr.producto?13815,,42"
Palmitos Enteros TIENDA INGLESA 400 gr,$ 172,0,"https://www.tiendainglesa.com.uy/supermercado/palmitos-enteros-tienda-inglesa-400-gr.producto?13817,,42"
Palmitos en Rodajas TIENDA INGLESA 400 gr,$ 155,0,"https://www.tiendainglesa.com.uy/supermercado/palmitos-en-rodajas-tienda-inglesa-400-gr.producto?13818,,42"
Alfajores Bocados PORTEZUELO Black de Dulce de Leche 6 Unidades,$ 116,0,"https://www.tiendainglesa.com.uy/supermercado/alfajores-bocados-portezuelo-black-de-dulce-de-leche-6-unidades.producto?13911,,42"
Cerveza SCHOFFERHOFER con Pomelo en Botella 330 ml,$ 128,0,"https://www.tiendainglesa.com.uy/supermercado/cerveza-schofferhofer-con-pomelo-en-botella-330-ml.producto?13977,,42"
Postre de Dulce de Leche DELEITE con 2 Unidades 110 gr,$ 61,$ 54,"https://www.tiendainglesa.com.uy/supermercado/postre-de-dulce-de-leche-deleite-con-2-unidades-110-gr.producto?14016,,42"
Nuggets de Pollo Crocante SADIA 300 gr,$ 113,0,"https://www.tiendainglesa.com.uy/supermercado/nuggets-de-pollo-crocante-sadia-300-gr.producto?14135,,42"
Galleta Arroz CEREALITAS 160 gr,$ 139,0,"https://www.tiendainglesa.com.uy/supermercado/galleta-arroz-cerealitas-160-gr.producto?14185,,42"
Alfajores Bocados PORTEZUELO Black de Chocolate Blanco y Mousse 6 Unid...,$ 116,0,"https://www.tiendainglesa.com.uy/supermercado/alfajores-bocados-portezuelo-black-de-chocolate-blanco-y-mousse-6-unidades.producto?14238,,42"
Alfajores Bocados PORTEZUELO Black de Chocolate y Mousse 6 Unidades,$ 116,0,"https://www.tiendainglesa.com.uy/supermercado/alfajores-bocados-portezuelo-black-de-chocolate-y-mousse-6-unidades.producto?14239,,42"
Antitranspirante REXONA Men Invisible en Aerosol 150 ml,$ 218,0,"https://www.tiendainglesa.com.uy/supermercado/antitranspirante-rexona-men-invisible-en-aerosol-150-ml.producto?14276,,42"
Antitranspirante REXONA Men Invisible Roll-On 50 ml,$ 165,0,"https://www.tiendainglesa.com.uy/supermercado/antitranspirante-rexona-men-invisible-roll-on-50-ml.producto?14277,,42"
Edulcorante SUCARYL Sucralosa 50 Sobres,$ 295,0,"https://www.tiendainglesa.com.uy/supermercado/edulcorante-sucaryl-sucralosa-50-sobres.producto?14351,,42"
Edulcorante SUCARYL Sucralosa 100 Sobres,$ 495,0,"https://www.tiendainglesa.com.uy/supermercado/edulcorante-sucaryl-sucralosa-100-sobres.producto?14352,,42"
Mermelada LOS NIETITOS Sabor Zapallo Pote 250g,$ 70,0,"https://www.tiendainglesa.com.uy/supermercado/mermelada-los-nietitos-sabor-zapallo-pote-250g.producto?14801,,42"
Galletas HOGAREÑAS Sésamo 167 gr,$ 75,0,"https://www.tiendainglesa.com.uy/supermercado/galletas-hogarenas-sesamo-167-gr.producto?14823,,42"
Acondicionador DOVE Óleo Nutrición 200 ml,$ 287,0,"https://www.tiendainglesa.com.uy/supermercado/acondicionador-dove-oleo-nutricion-200-ml.producto?14838,,42"
Acondicionador DOVE Óleo Nutrición 400 ml,$ 445,0,"https://www.tiendainglesa.com.uy/supermercado/acondicionador-dove-oleo-nutricion-400-ml.producto?14839,,42"
Shampoo DOVE Óleo Nutrición 200 ml,$ 271,0,"https://www.tiendainglesa.com.uy/supermercado/shampoo-dove-oleo-nutricion-200-ml.producto?14841,,42"
Shampoo DOVE Óleo Nutrición 400 ml,$ 445,0,"https://www.tiendainglesa.com.uy/supermercado/shampoo-dove-oleo-nutricion-400-ml.producto?14842,,42"
Antitranspirante REXONA Active Emotion en Aerosol 150 ml,$ 218,0,"https://www.tiendainglesa.com.uy/supermercado/antitranspirante-rexona-active-emotion-en-aerosol-150-ml.producto?14953,,42"
Alfajor PORTEZUELO Black Extra Dulce de Leche 55gr,$ 40,0,"https://www.tiendainglesa.com.uy/supermercado/alfajor-portezuelo-black-extra-dulce-de-leche-55gr.producto?14970,,42"
Chocolate con Galleta Choco-Swing MILKA 300 gr,$ 458,0,"https://www.tiendainglesa.com.uy/supermercado/chocolate-con-galleta-choco-swing-milka-300-gr.producto?14971,,42"
Chocolate con Avellanas Enteras MILKA 100 gr,$ 164,0,"https://www.tiendainglesa.com.uy/supermercado/chocolate-con-avellanas-enteras-milka-100-gr.producto?14973,,42"
Crema Tratamiento Reparación Total 5 ELVIVE L'Oréal Paris 300 gr,$ 409,0,"https://www.tiendainglesa.com.uy/supermercado/crema-tratamiento-reparacion-total-5-elvive-loreal-paris-300-gr.producto?15059,,42"
Acondicionador Reparación Total 5 ELVIVE 200 ml,$ 289,0,"https://www.tiendainglesa.com.uy/supermercado/acondicionador-reparacion-total-5-elvive-200-ml.producto?15061,,42"
Shampoo Reparación Total 5 ELVIVE Paris 200 ml,$ 289,0,"https://www.tiendainglesa.com.uy/supermercado/shampoo-reparacion-total-5-elvive-paris-200-ml.producto?15064,,42"
Crema Dental COLGATE Total 12 Clean Mint 90 gr,$ 223,0,"https://www.tiendainglesa.com.uy/supermercado/crema-dental-colgate-total-12-clean-mint-90-gr.producto?15082,,42"
Tintura Permanente Excellence Creme de L'OREAL París 6.7 Chocolate Pur...,$ 709,0,"https://www.tiendainglesa.com.uy/supermercado/tintura-permanente-excellence-creme-de-loreal-paris-6.7-chocolate-puro-47-gr.producto?15103,,42"
Paquetes de Pañuelos ELITE x 6 Unidades,$ 162,0,"https://www.tiendainglesa.com.uy/supermercado/paquetes-de-panuelos-elite-x-6-unidades.producto?15225,,42"
Súper Pack Picada Completa 320 gr,$ 301,$ 279,"https://www.tiendainglesa.com.uy/supermercado/super-pack-picada-completa-320-gr.producto?15347,,42"
Antitranspirante REXONA Active Emotion Roll-On 50 ml,$ 165,0,"https://www.tiendainglesa.com.uy/supermercado/antitranspirante-rexona-active-emotion-roll-on-50-ml.producto?15365,,42"
Antitranspirante REXONA Active Emotion en Barra 50 gr,$ 284,0,"https://www.tiendainglesa.com.uy/supermercado/antitranspirante-rexona-active-emotion-en-barra-50-gr.producto?15366,,42"
Chocolate con Avellanas GAROTO Talento 90 gr,$ 133,0,"https://www.tiendainglesa.com.uy/supermercado/chocolate-con-avellanas-garoto-talento-90-gr.producto?15388,,42"
Chocolate con Almendras HAAS 160 gr,$ 171,0,"https://www.tiendainglesa.com.uy/supermercado/chocolate-con-almendras-haas-160-gr.producto?15426,,42"
Chocolate Semiamargo sabor Menta HAAS 150 gr,$ 171,0,"https://www.tiendainglesa.com.uy/supermercado/chocolate-semiamargo-sabor-menta-haas-150-gr.producto?15428,,42"
Chocolate Semi Amargo HAAS 150 gr,$ 171,0,"https://www.tiendainglesa.com.uy/supermercado/chocolate-semi-amargo-haas-150-gr.producto?15429,,42"
Chocolate con Leche 0 % Azúcar HAAS 150 gr,$ 265,0,"https://www.tiendainglesa.com.uy/supermercado/chocolate-con-leche-0-%25-azucar-haas-150-gr.producto?15515,,42"
Chocolate con Leche 0% Azúcar HAAS 70 gr,$ 144,0,"https://www.tiendainglesa.com.uy/supermercado/chocolate-con-leche-0%25-azucar-haas-70-gr.producto?15516,,42"
Aceite de Oliva Extra Virgen Bivarietal COLINAS DE GARZÓN 250 ml,$ 323,0,"https://www.tiendainglesa.com.uy/supermercado/aceite-de-oliva-extra-virgen-bivarietal-colinas-de-garzon-250-ml.producto?15787,,42"
Aceite de Oliva Extra Virgen Bivarietal COLINAS DE GARZÓN 500 ml,$ 530,0,"https://www.tiendainglesa.com.uy/supermercado/aceite-de-oliva-extra-virgen-bivarietal-colinas-de-garzon-500-ml.producto?15793,,42"
Cepillo de Dientes COLGATE Max White Medio 2 Unidades,$ 426,0,"https://www.tiendainglesa.com.uy/supermercado/cepillo-de-dientes-colgate-max-white-medio-2-unidades.producto?16185,,42"
Mayonesa HELLMANN'S Light Doypack 475 gr,$ 188,0,"https://www.tiendainglesa.com.uy/supermercado/mayonesa-hellmanns-light-doypack-475-gr.producto?16333,,42"
Pilas Alcalina AAA DURACELL x 4 Unidades,$ 335,0,"https://www.tiendainglesa.com.uy/supermercado/pilas-alcalina-aaa-duracell-x-4-unidades.producto?16339,,42"
Pilas AA DURACELL x 2 Unidades,$ 199,0,"https://www.tiendainglesa.com.uy/supermercado/pilas-aa-duracell-x-2-unidades.producto?16340,,42"
Alfajor PORTEZUELO de Chocolate Blanco 40 gr,$ 29,0,"https://www.tiendainglesa.com.uy/supermercado/alfajor-portezuelo-de-chocolate-blanco-40-gr.producto?16556,,42"
Bombón BON O BON 17 gr,$ 18,0,"https://www.tiendainglesa.com.uy/supermercado/bombon-bon-o-bon-17-gr.producto?16575,,42"
Cepillo de Dientes COLGATE Smiles 1 Unidad,$ 315,0,"https://www.tiendainglesa.com.uy/supermercado/cepillo-de-dientes-colgate-smiles-1-unidad.producto?16827,,42"
Galleta LA CELESTINA Multicereal 250 gr,$ 139,0,"https://www.tiendainglesa.com.uy/supermercado/galleta-la-celestina-multicereal-250-gr.producto?16917,,42"
Galleta LA TRIGUEÑA Marina 500 gr,$ 161,0,"https://www.tiendainglesa.com.uy/supermercado/galleta-la-triguena-marina-500-gr.producto?17265,,42"
Aceite de Oliva Extra Virgen Trivarietal COLINAS DE GARZÓN 500 ml,$ 530,0,"https://www.tiendainglesa.com.uy/supermercado/aceite-de-oliva-extra-virgen-trivarietal-colinas-de-garzon-500-ml.producto?17363,,42"
Galletas HOGAREÑAS 7 Semillas 181 gr,$ 75,0,"https://www.tiendainglesa.com.uy/supermercado/galletas-hogarenas-7-semillas-181-gr.producto?17418,,42"
Yerba LA SELVA Compuesta 1 Kg,$ 216,0,"https://www.tiendainglesa.com.uy/supermercado/yerba-la-selva-compuesta-1-kg.producto?17453,,42"
Yerba LA SELVA en Forma 1 Kg,$ 216,0,"https://www.tiendainglesa.com.uy/supermercado/yerba-la-selva-en-forma-1-kg.producto?17454,,42"
Dulce de Leche LOS NIETITOS Light 500g,$ 164,0,"https://www.tiendainglesa.com.uy/supermercado/dulce-de-leche-los-nietitos-light-500g.producto?17550,,42"
Toallas Femeninas LADYSOFT Clásica con Alas Tela Suave x 16 Unidades,$ 116,0,"https://www.tiendainglesa.com.uy/supermercado/toallas-femeninas-ladysoft-clasica-con-alas-tela-suave-x-16-unidades.producto?17724,,42"
Pañuelos ELITE Pocket Soft Touch x 10 Unidades,$ 224,0,"https://www.tiendainglesa.com.uy/supermercado/panuelos-elite-pocket-soft-touch-x-10-unidades.producto?17729,,42"
Galleta de Arroz Sin Sal SAMAN 130 gr,$ 76,0,"https://www.tiendainglesa.com.uy/supermercado/galleta-de-arroz-sin-sal-saman-130-gr.producto?17776,,42"
Vino Tinto VARELA ZARRANZ Cabernet Franc Roble 750ml,$ 625,0,"https://www.tiendainglesa.com.uy/supermercado/vino-tinto-varela-zarranz-cabernet-franc-roble-750ml.producto?18221,,42"
Té TWININGS English Breakfast Lata 100 gr,$ 885,0,"https://www.tiendainglesa.com.uy/supermercado/te-twinings-english-breakfast-lata-100-gr.producto?18308,,42"
Chocolate Amargo HAAS Noir Premium 70% de Cacao 100 gr,$ 171,0,"https://www.tiendainglesa.com.uy/supermercado/chocolate-amargo-haas-noir-premium-70%25-de-cacao-100-gr.producto?18376,,42"
Jabón de Tocador REXONA Orchid Fresh 125 gr,$ 67,0,"https://www.tiendainglesa.com.uy/supermercado/jabon-de-tocador-rexona-orchid-fresh-125-gr.producto?18759,,42"
Yogur Bebible de Banana y Frutilla BIOTOP 1.2 L,$ 102,0,"https://www.tiendainglesa.com.uy/supermercado/yogur-bebible-de-banana-y-frutilla-biotop-1.2-l.producto?18829,,42"
Cerveza SCHOFFERHOFER Botella 500 ml,$ 146,0,"https://www.tiendainglesa.com.uy/supermercado/cerveza-schofferhofer-botella-500-ml.producto?19155,,42"
Galleta CEREALITAS Clásica Tripack 636 gr,$ 225,0,"https://www.tiendainglesa.com.uy/supermercado/galleta-cerealitas-clasica-tripack-636-gr.producto?19580,,42"
Té TWININGS Verde con Menta 10 Sobres,$ 305,0,"https://www.tiendainglesa.com.uy/supermercado/te-twinings-verde-con-menta-10-sobres.producto?19581,,42"
"Sopa de Vegetales con Fideos de Letras KNORR 107,5 gr",$ 95,0,"https://www.tiendainglesa.com.uy/supermercado/sopa-de-vegetales-con-fideos-de-letras-knorr-107-5-gr.producto?20267,,42"
Toallas Femeninas LADYSOFT Normal con Alas y Tela Suave x 48 Unidades,$ 359,0,"https://www.tiendainglesa.com.uy/supermercado/toallas-femeninas-ladysoft-normal-con-alas-y-tela-suave-x-48-unidades.producto?20361,,42"
Aceite de Oliva Extra Virgen Trivarietal COLINAS DE GARZÓN 250 ml,$ 323,0,"https://www.tiendainglesa.com.uy/supermercado/aceite-de-oliva-extra-virgen-trivarietal-colinas-de-garzon-250-ml.producto?21065,,42"
Desodorante REXONA Clinical Clean 48 gr,$ 431,0,"https://www.tiendainglesa.com.uy/supermercado/desodorante-rexona-clinical-clean-48-gr.producto?21462,,42"
Desodorante REXONA Clinical Clasic 48 gr,$ 431,0,"https://www.tiendainglesa.com.uy/supermercado/desodorante-rexona-clinical-clasic-48-gr.producto?21463,,42"
Edulcorante SUCARYL Sucralosa Líquido 180 ml,$ 336,0,"https://www.tiendainglesa.com.uy/supermercado/edulcorante-sucaryl-sucralosa-liquido-180-ml.producto?22076,,42"
Timer Manual Schuko,$ 399,0,"https://www.tiendainglesa.com.uy/supermercado/timer-manual-schuko.producto?22426,,42"
Pasas de Uva con Chocolate HAAS 70 gr,$ 105,0,"https://www.tiendainglesa.com.uy/supermercado/pasas-de-uva-con-chocolate-haas-70-gr.producto?22766,,42"
Chocolate para Taza HAAS 120 gr,$ 114,0,"https://www.tiendainglesa.com.uy/supermercado/chocolate-para-taza-haas-120-gr.producto?22767,,42"
Chocolate Amargo con Almendra Enteras 70% de Cacao HAAS Noir Premium 1...,$ 171,0,"https://www.tiendainglesa.com.uy/supermercado/chocolate-amargo-con-almendra-enteras-70%25-de-cacao-haas-noir-premium-100-gr.producto?22772,,42"
Arroz BLUE PATNA 1 Kg,$ 77,0,"https://www.tiendainglesa.com.uy/supermercado/arroz-blue-patna-1-kg.producto?23085,,42"
Cereal NESQUIK 210 gr,$ 265,0,"https://www.tiendainglesa.com.uy/supermercado/cereal-nesquik-210-gr.producto?23137,,42"
Agua JANE 1 L,$ 94,0,"https://www.tiendainglesa.com.uy/supermercado/agua-jane-1-l.producto?23149,,42"
Cloro Granulado Shock Disolución Rápida CLOR POOL 1 kg,$ 985,0,"https://www.tiendainglesa.com.uy/supermercado/cloro-granulado-shock-disolucion-rapida-clor-pool-1-kg.producto?23188,,42"
Pan de Ajo TIENDA INGLESA Flauta 300 gr,$ 119,0,"https://www.tiendainglesa.com.uy/supermercado/pan-de-ajo-tienda-inglesa-flauta-300-gr.producto?23272,,42"
Bizcochos TIENDA INGLESA (Kg),$ 629,$ 499,"https://www.tiendainglesa.com.uy/supermercado/bizcochos-tienda-inglesa-kg.producto?23303,,42"
Yogur Bebible de Frutilla BIOTOP 1.2 L,$ 102,0,"https://www.tiendainglesa.com.uy/supermercado/yogur-bebible-de-frutilla-biotop-1.2-l.producto?23340,,42"
Yogur Bebible de Durazno BIOTOP 1.2 L,$ 102,0,"https://www.tiendainglesa.com.uy/supermercado/yogur-bebible-de-durazno-biotop-1.2-l.producto?23341,,42"
Yogur Bebible BIOTOP de Vainilla 1.2 L,$ 102,0,"https://www.tiendainglesa.com.uy/supermercado/yogur-bebible-biotop-de-vainilla-1.2-l.producto?23345,,42"
Alfajor PORTEZUELO Triple de Chocolate Blanco 60 gr,$ 46,0,"https://www.tiendainglesa.com.uy/supermercado/alfajor-portezuelo-triple-de-chocolate-blanco-60-gr.producto?23435,,42"
Té TWININGS Prince of Wales 10 sobres,$ 305,0,"https://www.tiendainglesa.com.uy/supermercado/te-twinings-prince-of-wales-10-sobres.producto?23460,,42"
Queso TALAR Talarcrem 210g,$ 120,0,"https://www.tiendainglesa.com.uy/supermercado/queso-talar-talarcrem-210g.producto?23525,,42"
Repuesto Desodorante para Inodoro MR.MÚSCULO en Gel Pino 50 ml,$ 217,0,"https://www.tiendainglesa.com.uy/supermercado/repuesto-desodorante-para-inodoro-mr.musculo-en-gel-pino-50-ml.producto?23534,,42"
Pan Tortuga TIENDA INGLESA 6 Unidades,$ 114,0,"https://www.tiendainglesa.com.uy/supermercado/pan-tortuga-tienda-inglesa-6-unidades.producto?23547,,42"
Jamón Cocido RAUSA (Kg),$ 640,$ 450,"https://www.tiendainglesa.com.uy/supermercado/jamon-cocido-rausa-kg.producto?23568,,42"
Pulpa de Tomate GOURMET 1.030 Kg,$ 111,0,"https://www.tiendainglesa.com.uy/supermercado/pulpa-de-tomate-gourmet-1.030-kg.producto?23610,,42"
Whisky JOHNNIE WALKER Red Label 1 L,$ 1.150,$ 990,"https://www.tiendainglesa.com.uy/supermercado/whisky-johnnie-walker-red-label-1-l.producto?23616,,42"
Mayonesa HELLMANN'S Doypack 950 gr,$ 335,0,"https://www.tiendainglesa.com.uy/supermercado/mayonesa-hellmanns-doypack-950-gr.producto?23628,,42"
Lavavajillas JAMES Blanco 6 Cubiertos,U$S 419,U$S 382,"https://www.tiendainglesa.com.uy/supermercado/lavavajillas-james-blanco-6-cubiertos.producto?24060,,42"
Frigobar JAMES Blanco JN 50K G2,U$S 179,U$S 160,"https://www.tiendainglesa.com.uy/supermercado/frigobar-james-blanco-jn-50k-g2.producto?24735,,42"
Palta Hass (por Unidad),$ 64,$ 49,"https://www.tiendainglesa.com.uy/supermercado/palta-hass-por-unidad.producto?25213,,42"
Protectores Diarios CAREFREE x 20 Unidades,$ 125,0,"https://www.tiendainglesa.com.uy/supermercado/protectores-diarios-carefree-x-20-unidades.producto?25858,,42"
Protectores Diarios MIMOSA sin Perfume x 60 Unidades,$ 220,0,"https://www.tiendainglesa.com.uy/supermercado/protectores-diarios-mimosa-sin-perfume-x-60-unidades.producto?25876,,42"
Galletitas Saladix sabor Parmesano ARCOR 100 gr,$ 79,0,"https://www.tiendainglesa.com.uy/supermercado/galletitas-saladix-sabor-parmesano-arcor-100-gr.producto?26262,,42"
Mayonesa NATURA Pouch 1000 cc,$ 319,$ 199,"https://www.tiendainglesa.com.uy/supermercado/mayonesa-natura-pouch-1000-cc.producto?26548,,42"
Lomos de Atún en Aceite TIENDA INGLESA 1 Kg,$ 655,0,"https://www.tiendainglesa.com.uy/supermercado/lomos-de-atun-en-aceite-tienda-inglesa-1-kg.producto?26718,,42"
Whisky GRAND OLD PARR 12 Años 1 L,$ 1.750,$ 1.490,"https://www.tiendainglesa.com.uy/supermercado/whisky-grand-old-parr-12-anos-1-l.producto?26859,,42"
Edulcorante SPLENDA Tabletas x 100 Unidades,$ 374,0,"https://www.tiendainglesa.com.uy/supermercado/edulcorante-splenda-tabletas-x-100-unidades.producto?26914,,42"
Discos Adhesivo Inodoro PATO PURIFIC Lavanda Repuesto 38 gr,$ 250,0,"https://www.tiendainglesa.com.uy/supermercado/discos-adhesivo-inodoro-pato-purific-lavanda-repuesto-38-gr.producto?27236,,42"
Cloro para Piscina Solido Disolución Rápida CLOR POOL 1kg,$ 979,0,"https://www.tiendainglesa.com.uy/supermercado/cloro-para-piscina-solido-disolucion-rapida-clor-pool-1kg.producto?27515,,42"
Salchicha Parrillera Envasado al Vacío CENTENARIO x 1 Unidad,$ 769,$ 538,"https://www.tiendainglesa.com.uy/supermercado/salchicha-parrillera-envasado-al-vacio-centenario-x-1-unidad.producto?30137,,42"
Mortadela con Morrón CENTENARIO (Kg),$ 610,$ 427,"https://www.tiendainglesa.com.uy/supermercado/mortadela-con-morron-centenario-kg.producto?30279,,42"
Galletitas Crackings Original CHIO 100 gr,$ 101,0,"https://www.tiendainglesa.com.uy/supermercado/galletitas-crackings-original-chio-100-gr.producto?30948,,42"
Alfajor Triple Mousse de Chocolate Blanco MILKA 55 gr,$ 47,0,"https://www.tiendainglesa.com.uy/supermercado/alfajor-triple-mousse-de-chocolate-blanco-milka-55-gr.producto?32299,,42"
Bolitas 20 Unidades + 1 Bochón,$ 198,0,"https://www.tiendainglesa.com.uy/supermercado/bolitas-20-unidades-mas-1-bochon.producto?32525,,42"
Gomitas Gusanitos Cítricos FINI 100 gr,$ 82,0,"https://www.tiendainglesa.com.uy/supermercado/gomitas-gusanitos-citricos-fini-100-gr.producto?32806,,42"
Postre Pudding Vainilla con Discos de Chocolate CONAPROLE 110g,$ 61,$ 52,"https://www.tiendainglesa.com.uy/supermercado/postre-pudding-vainilla-con-discos-de-chocolate-conaprole-110g.producto?33347,,42"
Planta Crotus Grande,$ 990,0,"https://www.tiendainglesa.com.uy/supermercado/planta-crotus-grande.producto?37432,,42"
Juego Twist & Risas DIDACTA,$ 1.090,0,"https://www.tiendainglesa.com.uy/supermercado/juego-twist-and-risas-didacta.producto?38682,,42"
Vino GIMENEZ MENDEZ Alta Reserva Tinto Cabernet Sauvignon 750 ml,$ 710,0,"https://www.tiendainglesa.com.uy/supermercado/vino-gimenez-mendez-alta-reserva-tinto-cabernet-sauvignon-750-ml.producto?42620,,42"
Galletas HOGAREÑAS Mix de Cereales 528 gr,$ 197,0,"https://www.tiendainglesa.com.uy/supermercado/galletas-hogarenas-mix-de-cereales-528-gr.producto?46964,,42"
Galletas HOGAREÑAS Mix de Cereales 176 gr,$ 75,0,"https://www.tiendainglesa.com.uy/supermercado/galletas-hogarenas-mix-de-cereales-176-gr.producto?47085,,42"
Limpia Contacto Electrico 3 en 1 300ml,$ 590,0,"https://www.tiendainglesa.com.uy/supermercado/limpia-contacto-electrico-3-en-1-300ml.producto?47678,,42"
Cartucho Filtro de Carbón Activo Granulado,$ 199,0,"https://www.tiendainglesa.com.uy/supermercado/cartucho-filtro-de-carbon-activo-granulado.producto?48779,,42"
Aceite de Uva OLITALIA 500 ml,$ 388,0,"https://www.tiendainglesa.com.uy/supermercado/aceite-de-uva-olitalia-500-ml.producto?49574,,42"
Oblea Bañada de Chocolate Blanco BON O BON 30 gr,$ 27,0,"https://www.tiendainglesa.com.uy/supermercado/oblea-banada-de-chocolate-blanco-bon-o-bon-30-gr.producto?49946,,42"
Arroz Primavera BLUE PATNA 200 gr,$ 99,0,"https://www.tiendainglesa.com.uy/supermercado/arroz-primavera-blue-patna-200-gr.producto?50783,,42"
Vino GIMENEZ MENDEZ 100 Años Reserva Tinto Cabernet Sauvignon 750 ml,$ 525,0,"https://www.tiendainglesa.com.uy/supermercado/vino-gimenez-mendez-100-anos-reserva-tinto-cabernet-sauvignon-750-ml.producto?50887,,42"
Galletitas Saladix ARCOR Sabor Calabresa 100 gr,$ 79,0,"https://www.tiendainglesa.com.uy/supermercado/galletitas-saladix-arcor-sabor-calabresa-100-gr.producto?51267,,42"
Papas Fritas Lays Stax sabor Barbecue PepsiCo 155 gr,$ 226,0,"https://www.tiendainglesa.com.uy/supermercado/papas-fritas-lays-stax-sabor-barbecue-pepsico-155-gr.producto?51277,,42"
Desodorante REXONA Pomo Sensive Crema,$ 145,0,"https://www.tiendainglesa.com.uy/supermercado/desodorante-rexona-pomo-sensive-crema.producto?52150,,42"
Planta Azalea en Flor,$ 489,0,"https://www.tiendainglesa.com.uy/supermercado/planta-azalea-en-flor.producto?52312,,42"
Pack de 24 Toallas Femeninas KOTEX Nocturna,$ 333,0,"https://www.tiendainglesa.com.uy/supermercado/pack-de-24-toallas-femeninas-kotex-nocturna.producto?52912,,42"
Crema Dental COLGATE Sensitive Whitening 100 gr,$ 254,0,"https://www.tiendainglesa.com.uy/supermercado/crema-dental-colgate-sensitive-whitening-100-gr.producto?53357,,42"
Papas Fritas LAY'S Stax sabor Original 163 gr,$ 226,0,"https://www.tiendainglesa.com.uy/supermercado/papas-fritas-lays-stax-sabor-original-163-gr.producto?53931,,42"
Papas Fritas LAY'S Stax sabor Queso Cheddar 155 gr,$ 226,0,"https://www.tiendainglesa.com.uy/supermercado/papas-fritas-lays-stax-sabor-queso-cheddar-155-gr.producto?53932,,42"
Papas Fritas LAY'S Stax sabor Crema y Cebolla 155 gr,$ 226,0,"https://www.tiendainglesa.com.uy/supermercado/papas-fritas-lays-stax-sabor-crema-y-cebolla-155-gr.producto?53933,,42"
Jugo DAIRYCO sabor Naranja con Mango 1 L,$ 148,0,"https://www.tiendainglesa.com.uy/supermercado/jugo-dairyco-sabor-naranja-con-mango-1-l.producto?54470,,42"
Jugo DAIRYCO sabor Naranja 1 L,$ 144,0,"https://www.tiendainglesa.com.uy/supermercado/jugo-dairyco-sabor-naranja-1-l.producto?54520,,42"
Jugo DAIRYCO sabor Naranja con Zanahoria 1 L,$ 153,0,"https://www.tiendainglesa.com.uy/supermercado/jugo-dairyco-sabor-naranja-con-zanahoria-1-l.producto?54521,,42"
Jugo DAIRYCO sabor Naranja con Zanahoria 3 L,$ 394,0,"https://www.tiendainglesa.com.uy/supermercado/jugo-dairyco-sabor-naranja-con-zanahoria-3-l.producto?54523,,42"
Duraznos en Almíbar TIENDA INGLESA 820 gr,$ 159,0,"https://www.tiendainglesa.com.uy/supermercado/duraznos-en-almibar-tienda-inglesa-820-gr.producto?55666,,42"
Yogur SER Sabor Multifruta 180 gr,$ 53,$ 50,"https://www.tiendainglesa.com.uy/supermercado/yogur-ser-sabor-multifruta-180-gr.producto?56106,,42"
Fideos Eliche Tricolor COLAVITA 500 gr,$ 121,0,"https://www.tiendainglesa.com.uy/supermercado/fideos-eliche-tricolor-colavita-500-gr.producto?57357,,42"
Fideos Ruote Tricolor COLAVITA 500 gr,$ 119,0,"https://www.tiendainglesa.com.uy/supermercado/fideos-ruote-tricolor-colavita-500-gr.producto?57358,,42"
Servilleta de Papel ELITE Navideña 33 x 33 cm 20 Unidades,$ 152,0,"https://www.tiendainglesa.com.uy/supermercado/servilleta-de-papel-elite-navidena-33-x-33-cm-20-unidades.producto?57515,,42"
Vino ALTOS LAS HORMIGAS Malbec Reserva 750 ml,$ 1.885,0,"https://www.tiendainglesa.com.uy/supermercado/vino-altos-las-hormigas-malbec-reserva-750-ml.producto?57918,,42"
Pack Pali CHIPS + Maní CHIPS 320 gr,$ 214,0,"https://www.tiendainglesa.com.uy/supermercado/pack-pali-chips-mas-mani-chips-320-gr.producto?58405,,42"
Jugo DAIRYCO sabor Naranja Light 3 L,$ 401,0,"https://www.tiendainglesa.com.uy/supermercado/jugo-dairyco-sabor-naranja-light-3-l.producto?58519,,42"
Planta Anthurio Mini,$ 549,0,"https://www.tiendainglesa.com.uy/supermercado/planta-anthurio-mini.producto?58712,,42"
Vino Tinto PIZZORNO Select Blend 750 ml,$ 998,0,"https://www.tiendainglesa.com.uy/supermercado/vino-tinto-pizzorno-select-blend-750-ml.producto?59829,,42"
Desodorante REXONA Cotton Aerosol 118 gr,$ 225,0,"https://www.tiendainglesa.com.uy/supermercado/desodorante-rexona-cotton-aerosol-118-gr.producto?60083,,42"
Galletitas Saladix sabor Pizza ARCOR 100gr,$ 79,0,"https://www.tiendainglesa.com.uy/supermercado/galletitas-saladix-sabor-pizza-arcor-100gr.producto?61414,,42"
Protectores Diarios CAREFREE Super Pack x 150 Unidades,$ 631,0,"https://www.tiendainglesa.com.uy/supermercado/protectores-diarios-carefree-super-pack-x-150-unidades.producto?61468,,42"
